CPF_PARTICIPANTE,ID_ATIVIDADE,CPF_CONVIDANTE_INTERNO,DATA_INSCRICAO
37776407511,2,55667831200,2023-09-15
22497197644,10,60377235244,2023-12-17
22497197644,2,,2023-06-21
22497197644,14,,2023-03-09
29348552366,6,56941555133,2023-07-06
29348552366,2,57287582588,2023-02-19
66169193666,8,35045752555,2023-04-18
45865207288,15,,2023-12-21
45865207288,6,14344831422,2023-08-27
37313643799,14,,2023-06-10
37313643799,4,,2023-10-18
31784739399,14,,2023-03-20
22859067577,8,12181574299,2023-06-01
22859067577,14,27587665155,2023-06-30
22859067577,11,28674191233,2023-08-14
69537156777,8,95333182522,2023-11-10
69537156777,5,,2023-05-30
22288937811,13,95287479900,2023-11-10
22288937811,12,,2023-05-10
22288937811,4,,2023-07-16
79036183500,15,60881390488,2023-03-01
19394092766,12,,2023-01-10
19394092766,13,,2023-08-04
73850866400,9,85650666900,2023-02-17
61816143899,16,,2023-10-08
61816143899,8,55794995822,2023-11-16
67593676188,4,,2023-03-24
67593676188,3,66244564699,2023-04-07
67593676188,6,,2023-02-08
17385424833,1,56587302955,2023-01-28
47809622500,5,,2023-07-31
47809622500,9,20172221788,2023-08-06
47809622500,16,56577086522,2023-01-05
75615878800,11,11143165988,2023-09-06
75615878800,6,,2023-06-07
98390558522,4,,2023-10-21
77754797366,16,36545469355,2023-09-14
77754797366,12,64487500888,2023-05-31
77754797366,14,,2023-09-06
24817823999,6,32163689044,2023-02-06
24817823999,16,,2023-03-22
24817823999,10,25850423599,2023-11-05
83697081299,13,65529041422,2023-12-30
83697081299,9,59744812322,2023-08-24
83697081299,12,,2023-07-27
82565114000,13,42363068755,2023-05-02
82565114000,5,86214221822,2023-09-09
83255230699,7,,2023-05-31
86659235600,16,67787786444,2023-05-31
86659235600,7,,2023-04-06
86659235600,5,,2023-08-18
88855185911,11,,2023-03-07
88855185911,9,,2023-02-03
88855185911,3,,2023-11-28
47430652322,5,18873723344,2023-06-17
47430652322,15,,2023-04-06
47430652322,7,66707725800,2023-10-26
94110536700,11,20830790788,2023-10-03
94110536700,12,,2023-09-04
56780432344,3,90807330322,2023-11-09
72967060822,11,,2023-12-01
72967060822,13,60229120911,2023-06-27
74530653488,1,,2023-01-12
81257176500,6,35382997066,2023-03-01
81257176500,11,,2023-02-06
39784982000,16,92960237188,2023-11-14
39784982000,8,,2023-02-22
39784982000,7,,2023-06-12
49215559077,15,,2023-11-05
49215559077,8,29698302133,2023-05-08
49215559077,7,,2023-11-09
51295090999,11,54150090277,2023-03-09
98904574822,5,,2023-06-18
98904574822,7,,2023-10-10
68801701700,11,,2023-01-26
89113430211,7,,2023-10-09
89113430211,9,,2023-02-15
89113430211,14,72404817511,2023-03-20
86261853166,3,,2023-09-20
86261853166,13,94836287177,2023-11-23
86261853166,12,,2023-03-21
35782026900,6,72529296555,2023-09-16
30225287444,15,33285024088,2023-09-08
94177875788,13,88627177922,2023-07-17
94177875788,4,,2023-03-16
65625283055,14,20402345866,2023-04-02
65625283055,13,,2023-05-04
68549180144,3,,2023-02-25
68549180144,14,,2023-08-04
54411321400,10,,2023-04-28
69499477633,1,,2023-07-19
69499477633,13,,2023-04-15
17141454333,13,,2023-11-05
17141454333,11,,2023-12-18
17141454333,6,58290118322,2023-02-20
17753740255,4,10822678644,2023-11-09
76410130588,6,,2023-05-13
52544185755,10,14832675200,2023-03-29
52544185755,9,,2023-07-07
98620646500,8,99635109300,2023-05-12
98620646500,10,19260219244,2023-06-29
98620646500,2,,2023-08-04
83937760588,9,40263166100,2023-06-01
59413191000,2,,2023-08-14
87593279288,12,64005415511,2023-10-15
84270341722,10,,2023-09-11
84270341722,13,27392094288,2023-10-24
35814954144,12,,2023-10-08
35814954144,3,,2023-01-11
35814954144,1,65543325299,2023-08-15
18884165999,12,,2023-07-10
18884165999,9,55534970355,2023-07-29
55464216733,7,,2023-10-24
55464216733,10,,2023-12-04
55464216733,6,82458610300,2023-06-24
64073959099,8,68299063188,2023-02-24
64073959099,6,10423104322,2023-05-03
92079589100,8,97936799566,2023-03-19
92079589100,1,,2023-09-22
92079589100,14,,2023-09-22
78478687844,5,70979683200,2023-10-19
30873325188,9,54156739544,2023-04-13
68387631844,12,34671576100,2023-08-23
68387631844,1,,2023-06-17
82846409455,3,31144441566,2023-02-08
82846409455,15,,2023-10-08
82846409455,1,22307774755,2023-07-17
53708342611,14,40792331166,2023-02-23
53708342611,12,,2023-04-21
53708342611,16,81742254555,2023-06-03
32801826111,9,66029787133,2023-04-12
29209743866,8,,2023-12-23
29209743866,15,35937600100,2023-02-05
89515788288,6,,2023-09-15
89515788288,13,,2023-03-13
61535328377,8,31409851855,2023-10-16
46739347255,16,,2023-05-22
46739347255,7,49788059533,2023-01-31
89840113555,4,,2023-03-28
89840113555,10,,2023-05-16
89840113555,1,,2023-03-24
93915591588,13,,2023-12-05
93915591588,1,,2023-08-19
51691498244,8,65474781733,2023-02-12
51691498244,1,87470090200,2023-05-19
35320553255,3,14149547433,2023-10-30
14370983711,10,,2023-06-02
58130711211,8,,2023-03-03
58130711211,1,,2023-01-25
57985509077,2,78735337600,2023-01-22
81726927655,10,,2023-10-17
77030125133,10,69698241366,2023-08-18
77030125133,5,30528696044,2023-11-17
47226245188,9,26419956200,2023-12-07
90222269566,3,87204344211,2023-02-01
90222269566,2,83626371455,2023-05-11
77671561688,5,48063885211,2023-03-04
77671561688,2,93960988255,2023-02-01
77671561688,4,,2023-07-11
13544256000,11,,2023-07-13
13544256000,5,,2023-08-18
67871824733,4,,2023-11-08
90959043000,16,34462199788,2023-02-01
90959043000,9,11764379333,2023-09-02
41597888666,5,,2023-03-06
69796270233,4,56067566844,2023-07-05
69796270233,7,65909275100,2023-09-07
52661000877,7,,2023-06-07
32359582744,13,,2023-05-28
32359582744,3,38097072288,2023-08-25
32359582744,6,,2023-10-02
75444285400,7,74651537944,2023-02-28
70249492011,14,,2023-08-11
70249492011,9,23468888500,2023-11-27
70249492011,1,,2023-02-08
52337752122,11,,2023-05-21
52337752122,13,57535482533,2023-01-22
52337752122,14,,2023-09-08
33374690600,2,88515167744,2023-05-03
33374690600,15,,2023-08-07
22204523100,2,35487734866,2023-01-27
22204523100,10,,2023-01-25
66644535255,12,,2023-05-09
65343724600,16,,2023-03-08
65343724600,1,,2023-05-17
65343724600,6,,2023-05-26
70073922888,7,,2023-01-06
29768388955,4,97453274688,2023-02-16
12570320200,4,,2023-10-19
40063667522,13,,2023-05-20
66767089733,4,83114554066,2023-01-18
66767089733,2,,2023-03-22
66767089733,5,,2023-05-25
84741509811,7,,2023-07-07
89241138877,16,,2023-07-26
12474659000,15,84333974433,2023-06-02
12474659000,1,,2023-03-11
12474659000,5,17449628800,2023-04-13
75298086133,7,,2023-03-11
75298086133,4,,2023-07-06
75298086133,1,99115767366,2023-02-22
46604608433,9,,2023-11-10
46604608433,5,31726571677,2023-02-01
43199750577,16,40240949555,2023-01-06
27901934366,8,,2023-09-25
27901934366,15,88515167744,2023-06-10
27901934366,4,40570031699,2023-06-16
42911192322,16,25123794500,2023-12-18
73815475111,8,,2023-08-19
73815475111,3,30557945400,2023-02-11
94868294033,6,97187315044,2023-06-23
84410579666,16,90299585533,2023-08-16
74331940966,15,87698829322,2023-12-07
27213985800,11,,2023-07-23
27213985800,1,98174686900,2023-08-04
16676475200,1,,2023-01-27
16676475200,7,44204035000,2023-07-09
16676475200,4,,2023-11-19
36211038211,2,64403543299,2023-08-24
36211038211,12,,2023-02-25
82652637166,1,17989593800,2023-11-17
10439732066,7,,2023-03-17
10439732066,3,,2023-02-14
10439732066,6,,2023-03-30
13490970044,9,,2023-06-24
13490970044,4,,2023-09-26
13490970044,12,,2023-04-06
15859130900,11,30722243900,2023-03-28
10450278555,3,,2023-06-13
77746744899,13,15193785133,2023-06-26
77746744899,3,37707080244,2023-11-09
77746744899,15,,2023-08-12
70657265500,16,72778134644,2023-09-17
24810624000,1,,2023-10-05
24810624000,5,37936968200,2023-11-21
77426832966,5,,2023-01-25
77426832966,6,55237173711,2023-02-23
23207816688,4,,2023-12-08
23207816688,16,92741717577,2023-06-17
23207816688,1,,2023-05-12
48585245077,9,,2023-05-30
48585245077,7,36434532999,2023-06-10
48585245077,15,,2023-09-23
13523308655,11,73785149188,2023-05-12
13523308655,5,87690995100,2023-04-10
72727683633,13,,2023-06-04
72727683633,1,,2023-03-11
72727683633,5,,2023-08-18
95053225855,14,,2023-12-08
95053225855,10,,2023-02-07
95053225855,9,72170586277,2023-07-19
48665689255,3,,2023-05-10
48665689255,7,,2023-02-10
48665689255,15,,2023-04-28
61783228600,8,,2023-05-30
61783228600,4,,2023-03-11
61783228600,12,,2023-11-21
25141896088,1,,2023-07-25
25141896088,9,61811208155,2023-07-28
25141896088,4,41752959922,2023-08-14
83019199499,10,19874278744,2023-07-06
83019199499,8,21031858033,2023-03-03
83019199499,1,,2023-03-24
72073762511,15,49528116033,2023-07-30
72073762511,3,30957052633,2023-05-06
41855846100,16,,2023-10-29
87053275399,6,,2023-06-05
87053275399,15,18191737200,2023-09-25
87053275399,16,65011576500,2023-12-18
41061368566,2,66014432555,2023-03-22
35281910155,12,76991774100,2023-12-02
35281910155,4,51747078211,2023-01-03
35281910155,15,,2023-11-05
71363124188,4,19433794833,2023-02-13
71363124188,5,,2023-11-05
71363124188,13,,2023-12-05
99638660344,11,,2023-01-14
16147417199,9,58026913522,2023-03-29
16147417199,2,80264284555,2023-06-25
16147417199,16,10957556688,2023-12-29
36929367533,3,,2023-02-14
63977278400,1,,2023-12-12
63977278400,14,76571013777,2023-09-01
63977278400,6,32147951711,2023-03-20
50360607255,12,44357446199,2023-11-30
50360607255,2,,2023-12-30
62138825022,6,,2023-10-12
62138825022,2,96930647800,2023-11-28
93579186711,5,,2023-03-24
93579186711,14,62522434000,2023-06-26
31521722577,15,,2023-09-02
31521722577,11,,2023-12-11
31521722577,9,56045372177,2023-12-14
49636129411,9,,2023-04-24
49636129411,6,,2023-05-29
49636129411,8,74204927788,2023-07-05
52193187644,3,,2023-11-17
97468831788,8,62039956144,2023-09-15
97468831788,16,78343561944,2023-08-29
97468831788,13,,2023-01-11
39301732122,4,,2023-12-16
20637551166,3,,2023-01-22
43299327922,16,,2023-11-20
43299327922,12,,2023-10-04
43299327922,6,,2023-04-16
75835363677,6,,2023-01-05
37695779733,3,28820703577,2023-07-05
32127936000,12,,2023-06-13
62839233488,2,19791653944,2023-03-28
45358185500,8,,2023-12-15
45358185500,9,74943828955,2023-12-13
45358185500,15,,2023-07-16
15283942400,7,,2023-11-09
33995373444,12,,2023-10-17
39276536322,11,,2023-01-18
51669079655,11,37331034088,2023-10-30
68773484866,10,,2023-01-14
28531703811,3,40234913733,2023-12-14
28531703811,8,,2023-11-06
52751957100,15,,2023-11-29
46307210299,9,,2023-02-03
88630885866,12,,2023-10-19
88630885866,14,,2023-01-30
88630885866,13,31115982255,2023-05-29
19513385966,13,,2023-04-17
39085943911,6,,2023-12-21
39085943911,8,,2023-08-05
39085943911,2,18949573344,2023-09-21
75610507122,10,,2023-02-25
75610507122,13,,2023-09-28
75610507122,4,80448753444,2023-11-23
97836625544,3,,2023-09-07
97836625544,7,,2023-08-19
97836625544,5,48336803355,2023-02-03
26757737355,7,44476372000,2023-09-01
26757737355,2,,2023-04-06
94823396900,7,63234410800,2023-10-16
94823396900,11,,2023-03-09
30347198500,3,,2023-11-25
98809439966,16,81250216122,2023-02-14
64187900144,7,69220299099,2023-08-17
64187900144,11,76408731266,2023-01-27
64187900144,16,57864828044,2023-07-06
95621331766,16,,2023-07-15
97848304422,11,58025179055,2023-01-23
97848304422,4,73016716522,2023-11-01
97848304422,13,,2023-09-01
