ID_INSTALACAO,CPF_RESPONSAVEL_INTERNO,DATA_RESERVA,HORARIO_INICIO,HORARIO_FIM
3,81705190200,2023-10-24,15:00:00,16:27:00
18,65820505911,2023-12-10,07:00:00,08:01:00
6,90278859077,2023-10-30,12:00:00,13:45:00
18,68030784188,2023-01-27,21:30:00,22:00:00
11,78575841266,2023-07-10,13:30:00,14:40:00
7,78284092144,2023-11-06,21:30:00,22:00:00
15,74072914899,2023-12-10,16:00:00,17:30:00
17,22257377977,2023-11-05,20:00:00,21:37:00
17,48848207388,2023-11-26,19:30:00,21:05:00
18,36382327433,2023-01-10,09:00:00,10:00:00
9,39994845277,2023-02-23,06:00:00,07:43:00
16,75351096911,2023-11-15,17:00:00,18:59:00
14,36899862811,2023-05-19,17:30:00,18:34:00
1,27227988322,2023-10-16,14:00:00,15:55:00
16,39654489199,2023-09-24,20:00:00,21:55:00
7,62366941099,2023-04-23,08:00:00,09:54:00
18,12266222677,2023-05-10,14:30:00,15:47:00
4,64504756500,2023-01-16,20:00:00,21:00:00
11,92895826777,2023-01-12,12:00:00,13:41:00
2,59918670544,2023-09-24,12:30:00,14:26:00
19,37555973300,2023-01-28,16:30:00,17:48:00
6,98033583244,2023-06-27,15:00:00,16:14:00
18,61293284433,2023-11-10,19:30:00,20:30:00
16,54479473322,2023-09-26,12:30:00,14:21:00
10,98292912866,2023-07-02,16:00:00,17:46:00
6,97068544877,2023-03-13,12:00:00,13:17:00
13,27516021266,2023-07-26,11:00:00,12:06:00
8,55547734866,2023-10-07,21:00:00,22:00:00
18,41499625966,2023-05-25,20:30:00,21:41:00
14,30087770233,2023-05-15,15:30:00,16:41:00
13,86562363777,2023-03-07,10:00:00,11:22:00
2,47597607688,2023-06-06,06:30:00,07:33:00
6,97931342677,2023-12-13,07:30:00,09:11:00
17,96877811066,2023-05-31,08:30:00,10:23:00
12,27527719755,2023-12-14,17:30:00,18:41:00
5,37591546033,2023-09-04,19:30:00,20:43:00
13,54900093577,2023-03-04,06:00:00,07:36:00
1,61171028799,2023-11-27,17:00:00,18:13:00
19,28970720599,2023-11-29,20:00:00,21:03:00
19,53559671599,2023-01-22,10:00:00,11:10:00
2,91933271700,2023-12-21,18:00:00,19:22:00
12,58248185500,2023-02-06,08:00:00,09:08:00
13,51163918688,2023-08-12,06:30:00,07:39:00
9,13024276522,2023-03-13,16:30:00,17:52:00
18,56245318266,2023-01-12,09:00:00,10:34:00
8,94629949511,2023-08-28,07:00:00,08:14:00
2,35734787600,2023-05-19,10:00:00,11:09:00
14,38187528933,2023-11-14,07:00:00,08:41:00
14,22348239277,2023-06-28,06:00:00,07:54:00
1,80099191100,2023-05-23,13:30:00,14:45:00
8,75781619977,2023-10-09,10:30:00,11:59:00
5,88249604055,2023-04-28,06:00:00,07:17:00
15,71294185166,2023-01-25,13:30:00,15:04:00
3,83293110233,2023-01-24,14:30:00,16:19:00
19,68566285288,2023-05-26,08:30:00,09:46:00
18,88665787033,2023-10-19,16:30:00,17:41:00
18,73624307011,2023-05-27,20:00:00,21:56:00
11,11132643144,2023-11-02,07:00:00,08:17:00
18,51335281911,2023-11-25,17:30:00,19:19:00
3,37439472000,2023-01-05,18:00:00,19:05:00
18,48309787322,2023-04-11,11:00:00,12:18:00
11,95104670066,2023-09-03,09:00:00,10:35:00
18,65822953144,2023-09-06,07:00:00,08:09:00
20,48620007388,2023-12-09,10:30:00,11:43:00
3,92936183700,2023-06-04,08:30:00,10:30:00
13,76182131199,2023-11-17,13:00:00,14:33:00
18,49125086599,2023-02-16,18:00:00,19:29:00
6,15523751299,2023-06-11,14:30:00,16:29:00
3,44522337322,2023-04-02,16:30:00,18:11:00
5,33646354633,2023-11-27,14:00:00,15:41:00
7,48200411344,2023-01-23,21:00:00,22:00:00
2,56342579133,2023-10-27,11:00:00,12:29:00
16,64678194111,2023-08-01,20:30:00,21:32:00
20,83868699099,2023-12-03,15:30:00,17:27:00
4,79352705111,2023-11-25,08:00:00,09:49:00
2,51840427922,2023-05-08,07:00:00,08:05:00
18,21022901744,2023-02-26,14:30:00,16:18:00
11,99180360955,2023-10-04,13:30:00,14:50:00
6,29542457944,2023-07-30,09:00:00,10:13:00
18,63208160311,2023-02-14,07:00:00,08:59:00
14,71005784422,2023-03-21,09:30:00,10:31:00
16,86409752644,2023-03-16,20:00:00,21:56:00
7,86038656122,2023-03-20,09:30:00,11:27:00
9,83289043900,2023-08-15,16:30:00,17:42:00
1,44146252200,2023-02-02,11:00:00,12:24:00
17,89981272700,2023-08-28,09:00:00,10:30:00
14,34338138766,2023-11-15,20:30:00,22:00:00
10,71289691522,2023-07-26,08:00:00,09:56:00
11,57305868766,2023-09-12,14:00:00,15:59:00
15,47165261600,2023-03-07,11:30:00,12:46:00
4,35221550177,2023-11-09,16:00:00,17:31:00
13,56935197911,2023-02-14,13:00:00,14:31:00
18,28941729822,2023-04-21,07:30:00,08:34:00
2,87410778144,2023-03-24,19:00:00,20:45:00
15,87097574811,2023-09-13,12:00:00,13:10:00
7,55679513966,2023-03-21,21:00:00,22:00:00
19,22174199600,2023-10-25,17:00:00,18:52:00
16,33661645144,2023-04-05,16:00:00,17:48:00
5,84029016033,2023-01-11,10:30:00,12:10:00
12,11113160233,2023-04-13,07:00:00,08:01:00
5,60218503199,2023-07-25,20:00:00,21:12:00
18,69830332133,2023-05-04,17:00:00,18:19:00
2,93732473955,2023-12-24,16:00:00,17:41:00
6,16732449555,2023-07-23,08:00:00,09:54:00
9,52698314222,2023-02-17,20:30:00,21:33:00
17,95058378877,2023-05-24,09:30:00,11:13:00
2,97986570711,2023-05-20,18:00:00,19:13:00
4,21582232355,2023-04-06,06:30:00,07:47:00
3,99673441488,2023-05-17,17:30:00,19:27:00
15,14795363777,2023-11-25,07:00:00,08:17:00
15,31885956466,2023-05-13,12:30:00,14:14:00
8,95988310355,2023-09-15,20:30:00,22:00:00
18,20888952566,2023-05-27,08:00:00,09:50:00
4,25316748299,2023-11-14,16:30:00,17:54:00
16,45004023900,2023-08-30,13:00:00,14:35:00
19,39346238088,2023-08-19,18:30:00,20:22:00
5,83201328355,2023-09-28,07:00:00,08:25:00
1,84295839988,2023-05-23,17:00:00,18:05:00
8,28624169400,2023-11-15,13:30:00,15:26:00
7,65645162400,2023-09-16,19:00:00,20:31:00
14,17334076266,2023-12-17,17:30:00,19:20:00
18,16909355700,2023-11-29,20:30:00,21:59:00
4,75027791677,2023-09-25,09:30:00,11:15:00
10,25536972366,2023-02-25,17:30:00,18:42:00
7,95531855688,2023-07-15,16:00:00,17:54:00
18,95188247388,2023-10-01,21:30:00,22:00:00
10,95588784300,2023-10-12,16:00:00,17:59:00
6,87917308211,2023-08-11,20:00:00,21:09:00
10,73626566700,2023-10-24,07:30:00,09:03:00
4,78980308266,2023-09-16,10:30:00,11:50:00
19,37209752077,2023-05-15,12:30:00,13:36:00
2,75452861700,2023-11-09,19:00:00,20:29:00
18,83877410199,2023-11-07,16:00:00,17:53:00
11,77216075900,2023-03-15,06:30:00,08:26:00
20,65569523977,2023-09-29,15:30:00,16:38:00
8,79695423366,2023-02-12,19:30:00,20:57:00
14,19018372200,2023-03-21,18:30:00,20:00:00
14,61312718100,2023-01-10,20:30:00,21:59:00
4,82776622200,2023-04-13,13:00:00,14:27:00
3,25525395566,2023-02-01,16:00:00,17:46:00
11,34813504577,2023-08-07,06:30:00,08:26:00
6,74686411966,2023-03-23,11:00:00,12:16:00
12,98581098900,2023-02-18,18:30:00,19:46:00
1,90200346000,2023-06-11,13:30:00,15:05:00
14,60124411422,2023-08-16,18:00:00,19:23:00
18,29200807844,2023-07-14,12:30:00,13:39:00
14,69116934388,2023-12-27,21:00:00,22:00:00
1,17239547644,2023-06-20,16:30:00,18:03:00
19,30737116355,2023-10-26,20:00:00,21:13:00
4,67971527200,2023-10-28,18:30:00,19:30:00
6,59389037422,2023-07-26,17:00:00,18:37:00
4,85443672911,2023-01-09,15:00:00,16:56:00
9,87688389211,2023-03-12,13:00:00,14:05:00
20,14052266922,2023-11-25,20:30:00,22:00:00
8,92088805400,2023-12-31,09:30:00,10:31:00
15,51897762633,2023-09-05,16:00:00,17:39:00
6,75277893011,2023-09-13,06:00:00,07:06:00
13,42471061988,2023-12-13,06:30:00,07:34:00
11,49262600000,2023-06-29,14:30:00,15:38:00
2,45410651777,2023-12-07,16:00:00,17:58:00
5,31536469888,2023-05-31,18:00:00,19:43:00
19,77813364966,2023-11-07,13:00:00,14:50:00
14,34790474755,2023-01-25,20:30:00,22:00:00
3,51897283400,2023-05-15,15:00:00,16:54:00
8,74463478722,2023-02-12,08:00:00,09:43:00
8,67156393966,2023-04-12,18:30:00,19:56:00
19,65231594422,2023-07-19,06:30:00,07:40:00
2,86434407100,2023-04-19,07:00:00,08:31:00
18,58168459188,2023-01-01,11:00:00,12:48:00
2,72773470488,2023-02-15,09:00:00,10:08:00
8,69814168244,2023-07-08,19:30:00,21:30:00
12,61184377422,2023-01-19,09:00:00,10:06:00
20,86935480933,2023-11-03,21:30:00,22:00:00
2,65833650066,2023-06-03,15:00:00,16:15:00
4,32980706455,2023-04-28,07:30:00,08:39:00
7,67822896522,2023-09-30,13:00:00,14:00:00
18,92554645900,2023-01-07,16:00:00,18:00:00
14,28910368088,2023-11-13,10:00:00,11:45:00
10,32258294711,2023-11-11,19:30:00,21:29:00
8,23676855844,2023-10-26,14:00:00,15:05:00
4,93752672100,2023-07-19,06:00:00,07:48:00
14,43615311700,2023-12-04,12:00:00,13:00:00
15,52413434744,2023-10-14,18:00:00,19:06:00
10,85026926666,2023-08-26,07:00:00,08:30:00
9,11983020544,2023-10-24,16:00:00,17:04:00
11,67271080566,2023-06-17,18:00:00,19:54:00
20,55465424200,2023-01-03,16:00:00,17:37:00
7,27437963088,2023-12-10,21:30:00,22:00:00
4,17263854000,2023-10-19,16:00:00,17:01:00
17,12613467000,2023-09-02,09:00:00,10:11:00
11,10533315844,2023-07-29,10:00:00,11:22:00
20,35327318944,2023-06-08,06:00:00,07:03:00
20,55327056744,2023-11-06,20:00:00,21:44:00
15,38987256933,2023-09-21,16:30:00,17:50:00
4,59538388599,2023-01-30,21:30:00,22:00:00
13,86383977633,2023-06-16,12:00:00,13:41:00
7,74826541600,2023-09-09,08:00:00,09:31:00
15,37576169366,2023-12-14,20:00:00,21:29:00
4,62454343788,2023-02-12,15:30:00,16:38:00
7,96941192944,2023-06-12,08:30:00,09:31:00
9,53211386211,2023-09-09,06:30:00,08:10:00
4,93696718033,2023-05-05,17:00:00,18:17:00
18,81311166033,2023-03-05,20:30:00,21:47:00
15,53894027588,2023-03-10,18:00:00,19:31:00
13,93582537899,2023-12-05,14:30:00,15:36:00
5,31067325122,2023-07-28,08:30:00,09:43:00
8,33580481366,2023-07-30,06:00:00,07:12:00
3,15431869555,2023-07-17,18:00:00,19:23:00
1,73791444644,2023-10-12,12:00:00,13:10:00
4,41395183400,2023-08-29,11:00:00,12:03:00
2,86703944800,2023-01-23,06:00:00,07:40:00
14,18032108344,2023-04-26,09:00:00,10:31:00
12,62783415066,2023-06-15,06:30:00,08:13:00
11,59436858555,2023-01-06,11:30:00,13:17:00
13,67160417533,2023-04-11,12:30:00,13:55:00
18,60629753966,2023-10-21,15:30:00,17:01:00
17,17919677444,2023-03-12,07:00:00,08:28:00
11,14433911744,2023-01-22,10:30:00,12:11:00
11,54217353111,2023-02-28,09:30:00,11:09:00
19,22144851044,2023-08-08,20:30:00,22:00:00
17,35670867311,2023-03-14,12:00:00,13:52:00
20,60616545299,2023-03-07,13:30:00,15:06:00
4,61500591111,2023-08-14,20:30:00,21:42:00
5,37947961444,2023-05-06,15:00:00,16:51:00
4,60802733144,2023-10-22,08:00:00,09:39:00
12,68204019300,2023-02-08,08:30:00,10:07:00
10,41486722844,2023-08-06,06:30:00,08:17:00
1,39554524333,2023-12-14,16:00:00,17:50:00
4,67267771911,2023-10-26,15:00:00,16:48:00
19,32069914477,2023-11-25,12:00:00,13:23:00
13,20917775011,2023-05-19,06:30:00,08:22:00
9,27780743411,2023-05-29,06:00:00,07:48:00
6,41639648277,2023-03-27,07:00:00,08:39:00
14,80679115333,2023-01-26,07:00:00,08:19:00
17,69334783511,2023-09-10,13:30:00,14:31:00
13,49308490200,2023-11-29,21:00:00,22:00:00
5,96069467033,2023-09-01,09:30:00,11:00:00
17,93523577366,2023-07-27,11:00:00,12:09:00
4,67947839833,2023-05-06,15:30:00,17:14:00
1,74700255611,2023-10-18,06:30:00,08:00:00
8,12403753366,2023-12-16,16:00:00,17:04:00
1,86096431155,2023-08-25,17:30:00,19:03:00
14,92716354188,2023-09-14,06:30:00,08:22:00
17,47931692444,2023-05-27,12:00:00,13:18:00
2,31811081388,2023-08-05,21:30:00,22:00:00
4,73126902622,2023-08-31,14:00:00,15:22:00
20,60642116877,2023-10-21,17:00:00,18:23:00
2,92028165733,2023-01-26,12:30:00,13:47:00
18,93752871222,2023-01-07,18:00:00,19:49:00
18,89129070855,2023-07-18,10:00:00,11:41:00
8,77292435800,2023-03-03,07:00:00,08:56:00
6,94817833244,2023-06-12,16:30:00,18:00:00
15,87971067633,2023-01-01,10:30:00,12:23:00
5,42323408311,2023-06-11,12:00:00,13:18:00
14,44040165222,2023-03-04,13:30:00,14:50:00
10,74414970788,2023-06-01,06:00:00,07:16:00
15,80864959222,2023-11-25,06:00:00,07:25:00
1,20242742266,2023-01-04,15:30:00,16:39:00
3,41827662377,2023-05-30,11:30:00,13:00:00
1,54393086444,2023-07-21,18:30:00,20:10:00
8,82156778000,2023-04-26,21:30:00,22:00:00
15,33715724399,2023-02-02,19:00:00,20:23:00
19,63004755499,2023-03-30,14:00:00,15:27:00
9,57569376099,2023-11-30,14:00:00,15:17:00
4,94351568000,2023-04-22,07:30:00,09:03:00
16,51474268255,2023-09-15,06:30:00,08:19:00
20,59793310344,2023-10-31,14:00:00,15:18:00
15,80362646177,2023-08-05,19:30:00,21:08:00
6,71407993188,2023-03-12,15:30:00,17:23:00
13,34674749266,2023-04-06,07:30:00,08:51:00
19,36881465066,2023-04-01,10:00:00,11:40:00
7,74033651433,2023-07-28,16:30:00,17:37:00
12,22115728988,2023-08-13,13:00:00,14:45:00
6,32311561499,2023-10-20,07:00:00,08:57:00
9,43862565555,2023-08-30,09:30:00,11:19:00
15,90403477511,2023-12-03,07:00:00,08:50:00
13,63395375100,2023-01-08,17:00:00,18:00:00
4,39686355233,2023-02-02,14:30:00,16:14:00
2,50035797055,2023-01-14,09:00:00,10:13:00
14,44164644011,2023-12-06,13:30:00,15:14:00
4,10304225322,2023-08-23,19:00:00,20:13:00
13,21189319055,2023-07-27,11:30:00,13:23:00
3,30273928400,2023-11-30,15:30:00,17:00:00
6,74855130444,2023-11-15,17:30:00,18:31:00
3,56828653755,2023-05-22,14:30:00,15:51:00
16,49703944744,2023-05-03,19:30:00,21:27:00
19,70165549700,2023-05-30,13:30:00,14:59:00
3,20435422733,2023-04-12,11:30:00,13:27:00
15,53822786799,2023-08-29,07:30:00,08:54:00
1,17691009111,2023-02-02,10:00:00,11:43:00
15,57922667277,2023-02-11,07:00:00,08:15:00
8,66916185566,2023-07-24,11:00:00,12:28:00
5,30475886277,2023-02-22,07:00:00,08:27:00
17,17733583244,2023-08-11,08:30:00,09:31:00
15,10542994800,2023-04-15,18:30:00,20:10:00
8,27803393222,2023-06-29,15:00:00,16:42:00
19,15951334700,2023-10-29,20:30:00,22:00:00
4,58457728777,2023-10-27,10:30:00,11:44:00
2,48887978977,2023-07-16,19:00:00,20:30:00
2,11151316055,2023-03-10,20:30:00,22:00:00
9,50020489944,2023-09-27,10:00:00,11:39:00
17,98075652355,2023-07-09,08:00:00,09:00:00
10,28924484688,2023-03-03,16:00:00,17:19:00
17,98020951500,2023-10-26,12:30:00,13:39:00
5,78936019900,2023-03-20,09:00:00,10:54:00
10,88818001877,2023-04-16,14:30:00,16:23:00
13,67934255877,2023-11-09,08:30:00,09:39:00
11,91045145999,2023-03-04,13:00:00,14:20:00
6,65126549199,2023-08-24,14:30:00,15:50:00
6,90985012655,2023-09-04,06:00:00,07:27:00
1,60541162233,2023-07-27,13:00:00,14:19:00
10,25542939888,2023-03-04,13:30:00,15:05:00
12,56478238666,2023-06-12,20:30:00,21:42:00
4,52718178811,2023-09-03,14:30:00,16:25:00
3,25309026077,2023-07-04,13:30:00,15:10:00
7,37963783155,2023-09-26,13:00:00,14:53:00
6,90972114844,2023-01-16,07:00:00,08:35:00
18,53323579233,2023-09-01,09:30:00,11:30:00
16,60249564011,2023-10-30,17:30:00,19:08:00
19,50128033299,2023-10-16,09:00:00,10:07:00
15,11157089888,2023-02-26,15:30:00,17:11:00
15,79978392599,2023-03-30,18:30:00,20:07:00
3,68901090900,2023-02-09,19:30:00,20:51:00
12,18625406322,2023-11-19,20:00:00,21:38:00
20,63198480300,2023-06-22,13:30:00,15:26:00
16,53040675844,2023-05-11,20:30:00,22:00:00
20,43161289733,2023-09-02,20:00:00,21:28:00
1,94947471866,2023-06-25,15:00:00,16:42:00
18,41589259755,2023-07-11,18:00:00,19:03:00
3,68797608211,2023-08-11,20:00:00,21:14:00
16,26926395377,2023-10-24,06:30:00,07:58:00
8,23922264233,2023-03-03,18:00:00,19:39:00
20,82042376266,2023-05-31,16:30:00,18:22:00
5,51790194944,2023-07-01,17:00:00,18:05:00
3,22143734033,2023-03-06,19:00:00,20:30:00
6,33085538566,2023-02-11,15:00:00,16:39:00
10,66384049466,2023-07-20,15:00:00,16:50:00
14,26091045299,2023-11-16,11:00:00,12:36:00
14,26453666433,2023-11-08,07:30:00,09:13:00
6,91973808655,2023-12-06,17:30:00,19:06:00
2,22219453522,2023-01-18,14:30:00,15:37:00
4,96740788199,2023-07-08,07:00:00,08:19:00
6,62019276977,2023-12-19,20:30:00,21:55:00
17,45833936011,2023-02-03,09:00:00,10:37:00
7,82479737822,2023-07-19,16:00:00,17:39:00
17,47671433300,2023-12-20,12:00:00,13:01:00
18,45543829744,2023-01-12,14:30:00,16:19:00
17,63387959822,2023-02-14,10:00:00,11:55:00
16,65408223833,2023-05-06,19:30:00,20:32:00
9,51954506844,2023-02-02,18:00:00,19:34:00
16,41462279688,2023-08-10,19:00:00,20:56:00
5,45338093911,2023-06-28,13:00:00,14:18:00
14,27875588444,2023-01-03,11:00:00,12:39:00
5,88992299100,2023-07-04,21:00:00,22:00:00
15,63475174266,2023-06-11,18:00:00,19:53:00
8,37518984099,2023-08-10,06:30:00,08:04:00
14,28987831533,2023-05-11,13:00:00,14:51:00
13,94638667444,2023-05-12,20:30:00,21:55:00
8,64786507155,2023-03-25,20:00:00,21:51:00
20,72945871911,2023-01-08,09:30:00,11:13:00
10,60235502311,2023-02-24,10:00:00,11:54:00
15,12570823455,2023-09-25,07:30:00,09:29:00
5,79517070311,2023-08-06,21:00:00,22:00:00
17,61389409388,2023-08-06,19:00:00,20:14:00
11,91068154566,2023-10-30,06:30:00,07:44:00
14,17271189366,2023-11-27,13:00:00,14:46:00
18,56883639322,2023-06-30,21:30:00,22:00:00
14,34788169711,2023-12-11,16:00:00,17:20:00
11,30057893577,2023-11-13,08:30:00,10:19:00
5,43615117800,2023-10-24,12:00:00,13:22:00
19,68757415044,2023-09-29,14:00:00,15:10:00
9,65800205477,2023-02-22,09:00:00,10:20:00
8,51928307888,2023-01-22,11:30:00,12:46:00
4,21210281700,2023-11-29,14:00:00,15:55:00
6,44513914311,2023-03-12,13:00:00,14:55:00
3,81306829400,2023-02-06,16:30:00,17:53:00
11,98009126144,2023-06-26,13:30:00,15:02:00
5,86249373377,2023-01-31,17:30:00,19:04:00
9,29757509600,2023-09-09,16:00:00,17:38:00
20,49467410899,2023-04-12,13:00:00,14:49:00
16,44694832300,2023-09-25,20:00:00,21:03:00
7,63517383699,2023-04-30,11:30:00,13:12:00
13,81284716355,2023-07-22,06:00:00,07:02:00
14,60328678200,2023-04-24,11:00:00,12:43:00
3,37508211355,2023-01-27,11:30:00,13:30:00
5,26347613500,2023-06-05,19:30:00,20:40:00
20,35392388599,2023-08-05,09:30:00,11:24:00
17,75628447399,2023-08-02,07:00:00,08:03:00
2,69374737377,2023-01-16,11:30:00,13:06:00
15,15814698700,2023-07-17,15:30:00,16:48:00
17,43721604888,2023-01-14,20:30:00,22:00:00
8,75686753944,2023-01-09,21:30:00,22:00:00
20,24915749500,2023-01-31,13:00:00,14:45:00
9,26777128577,2023-05-10,08:00:00,09:14:00
4,90960792133,2023-12-22,12:30:00,14:11:00
10,51091670522,2023-11-02,21:00:00,22:00:00
11,45359894944,2023-10-25,15:30:00,17:30:00
6,68153020088,2023-04-16,06:30:00,08:11:00
9,50123481333,2023-06-09,17:00:00,18:45:00
1,88095299955,2023-12-10,10:00:00,11:40:00
15,50179467722,2023-02-27,17:00:00,18:52:00
11,77884428600,2023-02-20,12:00:00,13:09:00
12,39978509922,2023-12-15,20:00:00,21:59:00
5,58313682544,2023-05-25,06:00:00,07:05:00
11,91018848088,2023-05-21,08:30:00,09:45:00
11,43605969877,2023-04-01,11:30:00,13:17:00
6,60442867544,2023-11-25,18:30:00,20:14:00
3,88419118599,2023-02-23,10:30:00,12:17:00
8,99840507933,2023-06-24,17:00:00,18:29:00
11,36376469355,2023-02-23,18:30:00,20:04:00
5,73459148877,2023-03-09,21:00:00,22:00:00
2,42170873900,2023-01-08,15:30:00,16:34:00
3,13373622399,2023-01-10,15:30:00,16:38:00
17,88265059699,2023-05-03,09:00:00,10:12:00
10,22662970311,2023-01-29,08:30:00,10:20:00
19,48423418900,2023-12-11,06:00:00,07:39:00
20,98068173622,2023-09-11,07:30:00,09:15:00
17,53828007900,2023-02-10,07:30:00,09:08:00
18,27398734333,2023-12-04,08:30:00,10:12:00
18,94076793811,2023-03-19,15:30:00,16:38:00
18,21178503166,2023-06-23,18:30:00,19:30:00
7,72955922377,2023-11-25,11:00:00,12:43:00
1,40919023088,2023-04-16,13:00:00,14:01:00
13,63293245811,2023-06-23,19:00:00,20:31:00
2,17678319511,2023-08-18,18:30:00,19:32:00
10,87231098311,2023-08-20,17:00:00,18:54:00
2,60702357977,2023-05-19,12:30:00,13:32:00
11,56423495466,2023-06-14,21:30:00,22:00:00
7,16180273288,2023-01-29,14:30:00,16:12:00
6,58808441611,2023-04-07,21:00:00,22:00:00
9,75972784899,2023-04-10,10:00:00,11:52:00
6,53266217977,2023-04-09,11:30:00,13:28:00
8,80707953955,2023-10-24,13:00:00,14:44:00
11,48468828533,2023-03-04,09:00:00,10:36:00
3,43509008700,2023-12-19,15:30:00,16:54:00
10,24120982711,2023-05-15,11:30:00,12:53:00
17,79925391688,2023-07-06,15:30:00,17:26:00
12,19000090300,2023-09-29,09:00:00,10:38:00
12,52488423100,2023-04-15,15:00:00,16:29:00
16,16889079633,2023-11-20,17:00:00,18:29:00
13,64141455300,2023-08-03,16:30:00,18:08:00
2,95463108244,2023-04-25,06:30:00,07:37:00
20,36723104099,2023-01-03,16:30:00,18:23:00
5,53439698100,2023-11-12,17:00:00,18:50:00
9,47816060166,2023-01-29,21:00:00,22:00:00
2,31215701700,2023-02-02,19:30:00,21:00:00
19,72267041700,2023-07-03,07:00:00,08:02:00
14,18110663300,2023-10-10,09:30:00,11:21:00
4,72340068000,2023-02-18,15:30:00,16:48:00
9,64040059566,2023-02-01,16:30:00,17:55:00
9,87701528888,2023-10-24,18:00:00,19:14:00
14,48525009833,2023-12-18,19:30:00,21:02:00
11,39539776288,2023-04-16,06:00:00,07:01:00
8,34263092466,2023-08-31,16:30:00,18:29:00
2,28612593888,2023-01-13,09:00:00,10:51:00
2,99731199400,2023-08-23,09:30:00,11:23:00
10,42761659388,2023-03-28,13:00:00,14:24:00
7,60315979422,2023-07-29,10:30:00,11:37:00
7,56858136600,2023-07-25,16:30:00,17:30:00
9,11602913499,2023-12-29,11:00:00,12:23:00
18,45281631522,2023-12-25,09:30:00,11:02:00
3,54846443211,2023-03-18,17:00:00,18:03:00
11,50485364288,2023-06-27,09:00:00,10:00:00
9,91457398544,2023-09-09,15:00:00,16:54:00
17,40905984511,2023-05-03,10:30:00,12:30:00
3,66901736155,2023-04-18,09:30:00,10:59:00
20,64560484866,2023-06-02,20:30:00,22:00:00
19,79737320633,2023-07-25,18:00:00,19:00:00
11,38567891466,2023-06-08,12:30:00,14:18:00
19,15259595811,2023-06-30,11:00:00,12:07:00
17,78636328388,2023-09-09,18:00:00,19:59:00
19,63058725700,2023-10-13,15:00:00,16:40:00
3,35755737788,2023-05-30,07:00:00,08:09:00
1,11596811477,2023-05-08,10:30:00,11:53:00
3,77661501155,2023-11-08,14:30:00,15:31:00
3,99821752622,2023-11-15,19:00:00,20:52:00
14,37352908922,2023-08-31,11:00:00,12:14:00
13,37829387477,2023-07-22,20:00:00,21:55:00
19,98674703200,2023-01-28,15:00:00,16:13:00
4,91301496811,2023-08-02,11:00:00,12:45:00
17,28399250799,2023-04-02,21:00:00,22:00:00
20,31709155255,2023-09-27,06:00:00,07:30:00
14,29502154400,2023-01-03,06:30:00,07:53:00
2,20055015300,2023-09-16,18:30:00,19:51:00
7,76723933400,2023-08-04,12:00:00,13:38:00
20,71303507500,2023-07-30,12:00:00,13:26:00
17,60771073955,2023-12-14,12:00:00,13:33:00
12,85688345744,2023-02-24,15:30:00,16:36:00
18,24724656022,2023-07-23,07:30:00,08:42:00
6,18312898577,2023-07-06,15:30:00,16:44:00
6,94978401600,2023-01-13,14:30:00,15:32:00
16,38710304144,2023-11-11,07:30:00,09:23:00
16,64985294588,2023-02-27,16:00:00,17:07:00
20,37220304800,2023-10-25,15:00:00,16:19:00
14,41788220555,2023-01-30,06:00:00,07:46:00
4,75009951300,2023-12-06,16:30:00,18:26:00
3,87786019088,2023-03-08,11:30:00,13:11:00
12,65138913377,2023-09-17,14:30:00,16:28:00
7,61661688377,2023-08-26,20:30:00,21:44:00
6,78079476833,2023-11-28,12:30:00,14:19:00
16,17174879200,2023-10-21,15:30:00,17:06:00
4,19014128655,2023-03-09,17:30:00,19:03:00
11,66459422066,2023-07-08,12:30:00,13:40:00
6,65398643455,2023-12-19,15:00:00,16:27:00
19,32550703333,2023-01-19,14:00:00,15:03:00
5,93289125800,2023-05-22,06:30:00,07:37:00
20,99826680566,2023-05-13,17:30:00,18:30:00
16,14490209411,2023-06-07,19:30:00,21:04:00
11,50400800855,2023-12-25,13:30:00,14:40:00
17,93131849233,2023-07-18,13:30:00,15:16:00
12,73657115400,2023-10-17,12:30:00,13:32:00
7,12512431266,2023-01-18,13:00:00,14:13:00
1,42460460866,2023-03-14,10:00:00,11:55:00
2,20979201522,2023-03-30,19:30:00,20:59:00
19,58785117200,2023-01-08,13:30:00,14:47:00
10,71725079833,2023-06-21,13:00:00,14:41:00
2,68087934688,2023-07-05,17:00:00,18:47:00
14,93012821866,2023-10-08,14:00:00,15:50:00
10,87949803811,2023-09-10,10:00:00,11:35:00
13,98885065522,2023-09-23,18:00:00,19:39:00
10,25537892899,2023-12-11,19:00:00,20:47:00
14,42612890400,2023-01-03,11:30:00,13:25:00
6,91996994944,2023-01-29,15:00:00,16:34:00
8,17529197266,2023-08-22,09:00:00,10:06:00
18,19572649933,2023-06-14,07:00:00,08:47:00
8,55631290711,2023-01-31,11:30:00,13:11:00
19,25631684900,2023-11-26,16:30:00,17:44:00
10,83186842499,2023-05-13,20:00:00,21:07:00
13,82247026266,2023-01-13,16:30:00,18:21:00
14,16276047822,2023-12-15,19:00:00,20:16:00
4,27124860722,2023-03-26,20:30:00,21:54:00
19,62665396677,2023-11-08,21:30:00,22:00:00
17,58310076777,2023-02-25,06:00:00,07:42:00
10,25216271355,2023-01-04,16:30:00,18:29:00
11,92802373577,2023-09-07,07:00:00,08:44:00
2,66707589522,2023-11-10,16:00:00,17:32:00
